1,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0.12,0.17,0.24
5,0.8,0.34,0.16
6,0,0,0
7,0,0,0
8,1.17,1.45,0.31
9,2.61,3.53,1.26
10,1.26,1.13,0.86
12,1.52,1.1,0.29
13,1.34,0.48,0.13
14,0.13,0.03,0.01
15,6.49,3.37,0.85
16,3.19,2.3,0.28
17,4.79,3.15,0.75
20,7.86,5.8,1.02
21,10.76,8.09,1.5
22,2.34,1.12,0.16
24,2,0.62,0.11
25,4.72,2.26,0.45
26,8.45,3.5,0.83
27,3.17,2.52,0.88
28,1.72,0.45,0.61
29,1.58,0.82,0.2
30,4.84,4.13,0.97
31,5.12,3.77,0.52
32,5.45,2.96,0.91
33,1.21,0.58,0.09
34,6.45,2.29,1.2
35,9.42,7.92,1.92
36,7.64,6.9,1.65
37,5.64,4.78,1.77
38,0.16,0.03,0.11
39,0,0,0
41,0.11,0.01,0.05
42,0.48,0.98,0.11
43,5.18,4.58,2.38
44,9.49,2.43,0.61
45,10.85,4.67,1.36
46,6.87,6.02,1.49
47,7.6,8.19,1.5
48,4.2,4.29,2.71
49,0.89,0.31,0.51
50,4.86,1.99,0.6
51,0.99,0.47,0.23
52,0.07,0.07,0.19
53,1.18,0.56,0.16
54,2.72,1.16,0.78
57,0.26,0.41,0.07
58,1.55,1,0.2
59,4.74,2.9,1.31
60,3.96,1.94,1.07
61,4.5,3.27,1.04
62,3.85,2.78,1.15
63,3.16,1.49,0.92
64,3.4,1.78,0.78
65,10.64,5.2,0.94
66,2.81,1.54,0.3
68,0.03,0,0
69,1.3,0.32,0.14
70,4.24,2.4,0.45
71,5.84,2.19,0.52
72,1.83,0.85,0.26
74,5.3,1.23,0.77
75,9.43,4.6,1.05
76,9.22,4.41,1.25
77,4.64,2.26,0.99
78,4.76,3.17,0.64
79,10.31,5.8,1.15
80,9.24,5.87,1.37
81,0.29,0.2,0.07
84,1.15,0.17,0.44
85,0.81,0.55,0.39
86,2.46,1.01,0.54
87,2.15,0.62,0.13
88,2.8,1.65,0.39
89,7.7,3.69,0.49
90,1.56,1.71,0.63
92,3.14,1.79,0.75
93,8.22,3.72,1.99
94,13.04,4.21,1.57
95,11.06,3.64,1.96
96,10.28,5.76,3.02
97,6.3,5,1.73
98,1.22,0.8,0.81
99,0.78,0.73,0.48
100,1.31,0.53,0.09
101,4.28,3.37,0.69
102,2.47,1.88,1.14
104,0.67,0.13,0.15
105,0.99,0.6,0.53
107,2.65,1.96,0.53
108,5.55,3.25,1.46
109,3.7,3.18,0.66
110,6.97,6.69,0.94
111,4.2,1.96,0.74
112,9.19,6.15,1.14
113,4.47,2.93,1.3
114,0.72,0.85,0.33
116,4.41,1.38,0.24
117,14.62,6,0.84
118,14,8.3,1.89
119,4.91,3.75,3.33
120,2.96,3.42,2.63
